passenger_id,survived
785,1
786,1
787,1
788,0
789,0
790,1
791,1
792,0
793,0
794,1
795,1
796,0
797,0
798,0
799,0
800,1
801,1
802,1
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,0
812,0
813,0
814,0
815,1
816,0
817,0
818,1
819,1
820,0
821,0
822,0
823,0
824,1
825,0
826,0
827,1
828,0
829,1
830,0
831,0
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,1
840,1
841,0
842,0
843,1
844,1
845,1
846,0
847,0
848,1
849,0
850,0
851,0
852,1
853,0
854,0
855,1
856,0
857,0
858,1
859,1
860,0
861,1
862,0
863,0
864,1
865,1
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,0
888,1
889,1
890,1
891,0
892,0
893,0
894,0
895,0
896,1
897,0
898,0
899,0
900,1
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,1
911,0
912,0
913,1
914,0
915,1
916,1
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,1
926,1
927,1
928,1
929,0
930,0
931,1
932,0
933,0
934,0
935,1
936,0
937,0
938,0
939,1
940,1
941,0
942,0
943,1
944,0
945,1
946,0
947,1
948,0
949,0
950,1
951,0
952,1
953,0
954,1
955,1
956,0
957,1
958,0
959,0
960,0
961,1
962,1
963,0
964,0
965,0
966,1
967,0
968,0
969,1
970,0
971,0
972,0
973,1
974,1
975,0
976,0
977,0
978,0
979,1
980,0
981,1
982,0
983,0
984,1
985,0
986,1
987,0
988,1
989,1
990,1
991,0
992,0
993,1
994,1
995,0
996,0
997,0
998,0
999,1
1000,0
1001,0
1002,1
1003,1
1004,1
1005,0
1006,0
1007,1
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,1
1042,0
1043,1
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,0
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,1
1140,1
1141,1
1142,0
1143,0
1144,1
1145,1
1146,0
1147,0
1148,0
1149,0
1150,1
1151,0
1152,0
1153,1
1154,0
1155,1
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,1
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,0
1178,1
1179,0
1180,0
1181,0
1182,1
1183,0
1184,0
1185,1
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1198,0
1199,1
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,0
1223,0
1224,1
1225,0
1226,1
1227,0
1228,0
1229,1
1230,0
1231,0
1232,1
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,0
1248,0
1249,1
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,1
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,1
1296,0
1297,0
1298,1
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,1
1307,1
1308,0
