785,1.0
786,1.0
787,0.0
788,1.0
789,0.0
790,1.0
791,1.0
792,1.0
793,0.0
794,0.0
795,1.0
796,1.0
797,0.0
798,0.0
799,0.0
800,0.0
801,1.0
802,1.0
803,1.0
804,1.0
805,0.0
806,0.0
807,0.0
808,1.0
809,0.0
810,0.0
811,1.0
812,0.0
813,0.0
814,1.0
815,0.0
816,1.0
817,0.0
818,1.0
819,1.0
820,1.0
821,0.0
822,0.0
823,0.0
824,1.0
825,1.0
826,0.0
827,0.0
828,1.0
829,0.0
830,1.0
831,0.0
832,0.0
833,0.0
834,0.0
835,1.0
836,0.0
837,0.0
838,0.0
839,1.0
840,1.0
841,1.0
842,0.0
843,1.0
844,1.0
845,1.0
846,1.0
847,0.0
848,0.0
849,1.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,1.0
859,0.0
860,1.0
861,0.0
862,1.0
863,0.0
864,1.0
865,1.0
866,1.0
867,1.0
868,0.0
869,1.0
870,1.0
871,0.0
872,0.0
873,1.0
874,0.0
875,0.0
876,1.0
877,1.0
878,0.0
879,0.0
880,1.0
881,1.0
882,0.0
883,0.0
884,0.0
885,1.0
886,0.0
887,1.0
888,1.0
889,1.0
890,1.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,1.0
898,1.0
899,0.0
900,1.0
901,1.0
902,0.0
903,0.0
904,0.0
905,0.0
906,1.0
907,0.0
908,0.0
909,1.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,1.0
916,1.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,1.0
923,0.0
924,0.0
925,0.0
926,0.0
927,1.0
928,1.0
929,1.0
930,0.0
931,0.0
932,0.0
933,0.0
934,1.0
935,0.0
936,1.0
937,0.0
938,0.0
939,0.0
940,1.0
941,0.0
942,1.0
943,0.0
944,1.0
945,0.0
946,1.0
947,0.0
948,1.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,1.0
955,1.0
956,0.0
957,1.0
958,0.0
959,0.0
960,0.0
961,1.0
962,1.0
963,1.0
964,0.0
965,1.0
966,0.0
967,0.0
968,0.0
969,1.0
970,1.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,1.0
979,0.0
980,1.0
981,0.0
982,1.0
983,1.0
984,0.0
985,1.0
986,0.0
987,0.0
988,0.0
989,1.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,1.0
996,0.0
997,1.0
998,0.0
999,0.0
1000,1.0
1001,1.0
1002,0.0
1003,1.0
1004,1.0
1005,0.0
1006,0.0
1007,1.0
1008,0.0
1009,0.0
1010,1.0
1011,1.0
1012,0.0
1013,1.0
1014,0.0
1015,0.0
1016,1.0
1017,0.0
1018,0.0
1019,1.0
1020,1.0
1021,0.0
1022,1.0
1023,0.0
1024,0.0
1025,1.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,1.0
1033,0.0
1034,1.0
1035,0.0
1036,1.0
1037,1.0
1038,0.0
1039,0.0
1040,0.0
1041,1.0
1042,0.0
1043,1.0
1044,0.0
1045,1.0
1046,0.0
1047,0.0
1048,0.0
1049,1.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,1.0
1055,1.0
1056,1.0
1057,0.0
1058,1.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,1.0
1064,1.0
1065,1.0
1066,1.0
1067,0.0
1068,1.0
1069,0.0
1070,1.0
1071,0.0
1072,1.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,1.0
1082,1.0
1083,1.0
1084,1.0
1085,1.0
1086,0.0
1087,1.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,1.0
1093,0.0
1094,0.0
1095,1.0
1096,1.0
1097,0.0
1098,0.0
1099,0.0
1100,1.0
1101,0.0
1102,0.0
1103,1.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,1.0
1112,1.0
1113,0.0
1114,0.0
1115,1.0
1116,0.0
1117,1.0
1118,1.0
1119,1.0
1120,0.0
1121,0.0
1122,1.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,1.0
1133,0.0
1134,1.0
1135,0.0
1136,1.0
1137,0.0
1138,1.0
1139,1.0
1140,1.0
1141,1.0
1142,0.0
1143,0.0
1144,1.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,1.0
1151,1.0
1152,1.0
1153,1.0
1154,0.0
1155,1.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,1.0
1168,0.0
1169,0.0
1170,1.0
1171,1.0
1172,1.0
1173,0.0
1174,1.0
1175,0.0
1176,1.0
1177,0.0
1178,0.0
1179,0.0
1180,1.0
1181,0.0
1182,1.0
1183,0.0
1184,0.0
1185,1.0
1186,0.0
1187,1.0
1188,0.0
1189,1.0
1190,1.0
1191,0.0
1192,0.0
1193,1.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,1.0
1199,1.0
1200,0.0
1201,0.0
1202,1.0
1203,0.0
1204,0.0
1205,0.0
1206,1.0
1207,1.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,1.0
1216,0.0
1217,1.0
1218,0.0
1219,0.0
1220,0.0
