passenger_id,survived,member
785,1,ar1
786,0,ar1
787,0,ar1
788,1,ar1
789,0,ar1
790,0,ar1
791,1,ar1
792,1,ar1
793,0,ar1
794,0,ar1
795,1,ar1
796,0,ar1
797,0,ar1
798,0,ar1
799,0,ar1
800,0,ar1
801,1,ar1
802,1,ar1
803,1,ar1
804,1,ar1
805,0,ar1
806,0,ar1
807,0,ar1
808,1,ar1
809,0,ar1
810,0,ar1
811,1,ar1
812,0,ar1
813,0,ar1
814,1,ar1
815,0,ar1
816,0,ar1
817,0,ar1
818,1,ar1
819,0,ar1
820,0,ar1
821,0,ar1
822,0,ar1
823,0,ar1
824,1,ar1
825,1,ar1
826,0,ar1
827,0,ar1
828,1,ar1
829,0,ar1
830,1,ar1
831,0,ar1
832,0,ar1
833,0,ar1
834,0,ar1
835,1,ar1
836,0,ar1
837,0,ar1
838,0,ar1
839,1,ar1
840,1,ar1
841,0,ar1
842,0,ar1
843,1,ar1
844,1,ar1
845,0,ar1
846,1,ar1
847,0,ar1
848,0,ar1
849,1,ar1
850,0,ar1
851,0,ar1
852,0,ar1
853,0,ar1
854,0,ar1
855,1,ar1
856,0,ar1
857,0,ar1
858,1,ar1
859,0,ar1
860,1,ar1
861,0,ar1
862,1,ar1
863,0,ar1
864,1,ar1
865,0,ar1
866,1,ar1
867,1,ar1
868,1,ar1
869,0,ar1
870,1,ar1
871,0,ar1
872,0,ar1
873,1,ar1
874,0,ar1
875,0,ar1
876,1,ar1
877,1,ar1
878,0,ar1
879,0,ar1
880,1,ar1
881,1,ar1
882,0,ar1
883,0,ar1
884,0,ar1
885,1,ar1
886,0,ar1
887,1,ar1
888,1,ar1
889,1,ar1
890,1,ar1
891,0,ar1
892,0,ar1
893,0,ar1
894,0,ar1
895,0,ar1
896,0,ar1
897,1,ar1
898,1,ar1
899,0,ar1
900,1,ar1
901,0,ar1
902,0,ar1
903,0,ar1
904,0,ar1
905,0,ar1
906,1,ar1
907,0,ar1
908,0,ar1
909,1,ar1
910,0,ar1
911,0,ar1
912,0,ar1
913,0,ar1
914,0,ar1
915,1,ar1
916,1,ar1
917,0,ar1
918,0,ar1
919,0,ar1
920,0,ar1
921,0,ar1
922,1,ar1
923,0,ar1
924,0,ar1
925,0,ar1
926,0,ar1
927,1,ar1
928,1,ar1
929,1,ar1
930,0,ar1
931,1,ar1
932,0,ar1
933,0,ar1
934,1,ar1
935,0,ar1
936,1,ar1
937,0,ar1
938,0,ar1
939,0,ar1
940,1,ar1
941,0,ar1
942,1,ar1
943,0,ar1
944,1,ar1
945,0,ar1
946,1,ar1
947,1,ar1
948,1,ar1
949,0,ar1
950,1,ar1
951,0,ar1
952,0,ar1
953,0,ar1
954,1,ar1
955,0,ar1
956,0,ar1
957,1,ar1
958,0,ar1
959,0,ar1
960,0,ar1
961,1,ar1
962,1,ar1
963,1,ar1
964,0,ar1
965,1,ar1
966,0,ar1
967,0,ar1
968,0,ar1
969,1,ar1
970,1,ar1
971,0,ar1
972,0,ar1
973,0,ar1
974,0,ar1
975,0,ar1
976,0,ar1
977,0,ar1
978,1,ar1
979,0,ar1
980,1,ar1
981,0,ar1
982,0,ar1
983,1,ar1
984,0,ar1
985,1,ar1
986,0,ar1
987,1,ar1
988,0,ar1
989,1,ar1
990,0,ar1
991,0,ar1
992,0,ar1
993,0,ar1
994,0,ar1
995,1,ar1
996,0,ar1
997,1,ar1
998,0,ar1
999,0,ar1
1000,1,ar1
1001,1,ar1
1002,0,ar1
1003,1,ar1
1004,1,ar1
1005,0,ar1
1006,0,ar1
1007,1,ar1
1008,1,ar1
1009,0,ar1
1010,1,ar1
1011,1,ar1
1012,0,ar1
1013,1,ar1
1014,0,ar1
1015,0,ar1
1016,1,ar1
1017,0,ar1
1018,0,ar1
1019,1,ar1
1020,1,ar1
