passenger_id,survived,member
785,1,vv1
786,1,vv1
787,0,vv1
788,1,vv1
789,0,vv1
790,1,vv1
791,1,vv1
792,1,vv1
793,0,vv1
794,0,vv1
795,1,vv1
796,1,vv1
797,0,vv1
798,0,vv1
799,0,vv1
800,0,vv1
801,1,vv1
802,1,vv1
803,1,vv1
804,1,vv1
805,0,vv1
806,0,vv1
807,0,vv1
808,1,vv1
809,0,vv1
810,0,vv1
811,1,vv1
812,0,vv1
813,0,vv1
814,1,vv1
815,0,vv1
816,1,vv1
817,0,vv1
818,1,vv1
819,1,vv1
820,1,vv1
821,0,vv1
822,0,vv1
823,0,vv1
824,1,vv1
825,1,vv1
826,0,vv1
827,0,vv1
828,1,vv1
829,0,vv1
830,1,vv1
831,0,vv1
832,0,vv1
833,0,vv1
834,0,vv1
835,1,vv1
836,0,vv1
837,0,vv1
838,0,vv1
839,1,vv1
840,1,vv1
841,1,vv1
842,0,vv1
843,1,vv1
844,1,vv1
845,1,vv1
846,1,vv1
847,0,vv1
848,0,vv1
849,1,vv1
850,0,vv1
851,0,vv1
852,0,vv1
853,0,vv1
854,0,vv1
855,0,vv1
856,0,vv1
857,0,vv1
858,1,vv1
859,0,vv1
860,1,vv1
861,0,vv1
862,1,vv1
863,0,vv1
864,1,vv1
865,1,vv1
866,1,vv1
867,1,vv1
868,0,vv1
869,1,vv1
870,1,vv1
871,0,vv1
872,0,vv1
873,1,vv1
874,0,vv1
875,0,vv1
876,1,vv1
877,1,vv1
878,0,vv1
879,0,vv1
880,1,vv1
881,1,vv1
882,0,vv1
883,0,vv1
884,0,vv1
885,1,vv1
886,0,vv1
887,1,vv1
888,1,vv1
889,1,vv1
890,1,vv1
891,1,vv1
892,0,vv1
893,0,vv1
894,0,vv1
895,0,vv1
896,0,vv1
897,1,vv1
898,1,vv1
899,0,vv1
900,1,vv1
901,1,vv1
902,0,vv1
903,1,vv1
904,0,vv1
905,0,vv1
906,1,vv1
907,0,vv1
908,0,vv1
909,1,vv1
910,0,vv1
911,0,vv1
912,0,vv1
913,0,vv1
914,0,vv1
915,1,vv1
916,1,vv1
917,0,vv1
918,0,vv1
919,0,vv1
920,0,vv1
921,0,vv1
922,1,vv1
923,0,vv1
924,0,vv1
925,0,vv1
926,0,vv1
927,1,vv1
928,1,vv1
929,1,vv1
930,0,vv1
931,0,vv1
932,0,vv1
933,0,vv1
934,1,vv1
935,0,vv1
936,1,vv1
937,0,vv1
938,0,vv1
939,0,vv1
940,1,vv1
941,0,vv1
942,1,vv1
943,0,vv1
944,1,vv1
945,0,vv1
946,1,vv1
947,0,vv1
948,1,vv1
949,0,vv1
950,0,vv1
951,0,vv1
952,0,vv1
953,0,vv1
954,1,vv1
955,1,vv1
956,0,vv1
957,1,vv1
958,0,vv1
959,0,vv1
960,0,vv1
961,1,vv1
962,1,vv1
963,1,vv1
964,0,vv1
965,1,vv1
966,0,vv1
967,0,vv1
968,0,vv1
969,1,vv1
970,1,vv1
971,0,vv1
972,0,vv1
973,0,vv1
974,0,vv1
975,0,vv1
976,0,vv1
977,0,vv1
978,1,vv1
979,0,vv1
980,1,vv1
981,0,vv1
982,1,vv1
983,1,vv1
984,0,vv1
985,1,vv1
986,0,vv1
987,0,vv1
988,0,vv1
989,1,vv1
990,0,vv1
991,0,vv1
992,0,vv1
993,0,vv1
994,0,vv1
995,1,vv1
996,0,vv1
997,1,vv1
998,0,vv1
999,0,vv1
1000,1,vv1
1001,1,vv1
1002,0,vv1
1003,1,vv1
1004,1,vv1
1005,0,vv1
1006,0,vv1
1007,1,vv1
1008,0,vv1
1009,0,vv1
1010,1,vv1
1011,1,vv1
1012,0,vv1
1013,1,vv1
1014,0,vv1
1015,0,vv1
1016,1,vv1
1017,0,vv1
1018,0,vv1
1019,1,vv1
1020,1,vv1
1021,0,vv1
1022,1,vv1
1023,0,vv1
1024,0,vv1
1025,1,vv1
1026,0,vv1
1027,0,vv1
1028,0,vv1
1029,0,vv1
1030,0,vv1
1031,0,vv1
1032,1,vv1
1033,0,vv1
1034,1,vv1
1035,0,vv1
1036,1,vv1
1037,1,vv1
1038,0,vv1
1039,0,vv1
1040,0,vv1
1041,1,vv1
1042,0,vv1
1043,1,vv1
1044,0,vv1
1045,0,vv1
1046,0,vv1
1047,0,vv1
1048,0,vv1
1049,1,vv1
1050,0,vv1
1051,0,vv1
1052,0,vv1
1053,0,vv1
1054,1,vv1
