passenger_id,survived,member
785,1,ar0
786,1,ar0
787,0,ar0
788,1,ar0
789,0,ar0
790,1,ar0
791,1,ar0
792,1,ar0
793,0,ar0
794,0,ar0
795,1,ar0
796,1,ar0
797,0,ar0
798,0,ar0
799,0,ar0
800,0,ar0
801,1,ar0
802,1,ar0
803,1,ar0
804,1,ar0
805,0,ar0
806,0,ar0
807,0,ar0
808,1,ar0
809,0,ar0
810,0,ar0
811,1,ar0
812,0,ar0
813,0,ar0
814,1,ar0
815,0,ar0
816,1,ar0
817,0,ar0
818,1,ar0
819,1,ar0
820,1,ar0
821,1,ar0
822,0,ar0
823,0,ar0
824,1,ar0
825,1,ar0
826,0,ar0
827,0,ar0
828,1,ar0
829,0,ar0
830,1,ar0
831,0,ar0
832,0,ar0
833,1,ar0
834,0,ar0
835,1,ar0
836,0,ar0
837,0,ar0
838,0,ar0
839,1,ar0
840,1,ar0
841,1,ar0
842,0,ar0
843,1,ar0
844,1,ar0
845,1,ar0
846,1,ar0
847,0,ar0
848,0,ar0
849,1,ar0
850,0,ar0
851,0,ar0
852,0,ar0
853,0,ar0
854,0,ar0
855,0,ar0
856,0,ar0
857,0,ar0
858,1,ar0
859,0,ar0
860,1,ar0
861,0,ar0
862,1,ar0
863,0,ar0
864,1,ar0
865,1,ar0
866,1,ar0
867,1,ar0
868,0,ar0
869,1,ar0
870,1,ar0
871,0,ar0
872,0,ar0
873,1,ar0
874,0,ar0
875,0,ar0
876,1,ar0
877,1,ar0
878,0,ar0
879,0,ar0
880,1,ar0
881,1,ar0
882,0,ar0
883,0,ar0
884,0,ar0
885,1,ar0
886,0,ar0
887,1,ar0
888,1,ar0
889,1,ar0
890,1,ar0
891,1,ar0
892,0,ar0
893,0,ar0
894,0,ar0
895,0,ar0
896,0,ar0
897,1,ar0
898,1,ar0
899,0,ar0
900,1,ar0
901,1,ar0
902,0,ar0
903,1,ar0
904,0,ar0
905,0,ar0
906,1,ar0
907,0,ar0
908,0,ar0
909,1,ar0
910,1,ar0
911,0,ar0
912,0,ar0
913,0,ar0
914,0,ar0
915,1,ar0
916,1,ar0
917,0,ar0
918,0,ar0
919,0,ar0
920,0,ar0
921,0,ar0
922,1,ar0
923,0,ar0
924,0,ar0
925,1,ar0
926,0,ar0
927,1,ar0
928,1,ar0
929,1,ar0
930,0,ar0
931,0,ar0
932,0,ar0
933,0,ar0
934,1,ar0
935,0,ar0
936,1,ar0
937,0,ar0
938,0,ar0
939,0,ar0
940,1,ar0
941,0,ar0
942,1,ar0
943,0,ar0
944,1,ar0
945,0,ar0
946,1,ar0
947,0,ar0
948,1,ar0
949,0,ar0
950,0,ar0
951,0,ar0
952,0,ar0
953,0,ar0
954,1,ar0
955,1,ar0
956,0,ar0
957,1,ar0
958,0,ar0
959,0,ar0
960,0,ar0
961,1,ar0
962,1,ar0
963,1,ar0
964,0,ar0
965,1,ar0
966,0,ar0
967,0,ar0
968,0,ar0
969,1,ar0
970,1,ar0
971,0,ar0
972,0,ar0
973,0,ar0
974,1,ar0
975,0,ar0
976,0,ar0
977,0,ar0
978,1,ar0
979,0,ar0
980,1,ar0
981,0,ar0
982,1,ar0
983,1,ar0
984,0,ar0
985,1,ar0
986,0,ar0
987,0,ar0
988,0,ar0
989,1,ar0
990,1,ar0
991,0,ar0
992,0,ar0
993,0,ar0
994,0,ar0
995,1,ar0
996,0,ar0
997,1,ar0
998,0,ar0
999,0,ar0
1000,1,ar0
1001,1,ar0
1002,0,ar0
1003,1,ar0
1004,1,ar0
1005,0,ar0
1006,0,ar0
1007,1,ar0
1008,0,ar0
1009,0,ar0
1010,1,ar0
1011,1,ar0
1012,0,ar0
1013,1,ar0
1014,0,ar0
1015,0,ar0
1016,1,ar0
1017,0,ar0
1018,0,ar0
1019,1,ar0
1020,1,ar0
1021,0,ar0
1022,1,ar0
1023,0,ar0
1024,0,ar0
1025,1,ar0
1026,0,ar0
1027,0,ar0
1028,0,ar0
1029,0,ar0
1030,0,ar0
1031,0,ar0
1032,1,ar0
1033,0,ar0
1034,1,ar0
1035,0,ar0
1036,1,ar0
1037,1,ar0
1038,0,ar0
1039,0,ar0
1040,0,ar0
1041,1,ar0
1042,0,ar0
1043,1,ar0
1044,0,ar0
1045,0,ar0
1046,0,ar0
1047,0,ar0
1048,0,ar0
1049,1,ar0
1050,0,ar0
1051,0,ar0
1052,0,ar0
1053,0,ar0
1054,1,ar0
1055,1,ar0
1056,1,ar0
1057,0,ar0
1058,1,ar0
1059,0,ar0
1060,0,ar0
1061,0,ar0
1062,0,ar0
1063,1,ar0
1064,1,ar0
1065,1,ar0
1066,1,ar0
1067,1,ar0
1068,1,ar0
1069,0,ar0
1070,1,ar0
1071,0,ar0
1072,1,ar0
1073,0,ar0
1074,0,ar0
1075,0,ar0
1076,0,ar0
1077,0,ar0
1078,0,ar0
1079,0,ar0
1080,0,ar0
1081,1,ar0
1082,1,ar0
1083,1,ar0
1084,1,ar0
1085,1,ar0
1086,0,ar0
1087,1,ar0
1088,0,ar0
1089,0,ar0
1090,0,ar0
1091,0,ar0
1092,1,ar0
1093,0,ar0
1094,0,ar0
1095,1,ar0
1096,1,ar0
1097,0,ar0
1098,0,ar0
1099,0,ar0
1100,1,ar0
1101,0,ar0
1102,0,ar0
1103,1,ar0
1104,1,ar0
1105,0,ar0
1106,0,ar0
1107,0,ar0
1108,0,ar0
1109,0,ar0
1110,0,ar0
1111,1,ar0
1112,1,ar0
1113,1,ar0
1114,0,ar0
1115,1,ar0
1116,0,ar0
1117,1,ar0
1118,1,ar0
1119,1,ar0
1120,0,ar0
1121,0,ar0
1122,1,ar0
1123,0,ar0
1124,0,ar0
1125,0,ar0
1126,0,ar0
1127,0,ar0
1128,0,ar0
1129,0,ar0
1130,0,ar0
1131,0,ar0
1132,1,ar0
