passenger_id,survived
0,0
16,0
17,0
19,0
29,0
30,0
32,0
39,0
40,0
49,0
55,0
57,0
67,0
70,0
79,0
90,0
100,0
102,0
122,0
127,0
129,1
130,0
136,0
145,1
155,1
158,1
169,0
170,0
172,1
180,0
193,0
197,0
229,1
230,0
236,0
253,1
254,0
257,1
262,0
277,0
278,0
279,0
285,0
286,0
287,1
295,1
301,1
304,0
318,0
322,1
333,1
346,1
349,0
355,0
363,0
365,0
368,0
373,0
377,0
389,0
395,0
399,1
413,0
425,0
442,0
443,1
445,0
450,0
454,0
460,0
469,0
471,0
476,0
478,1
480,0
490,0
491,1
501,0
505,1
514,1
527,0
553,0
557,0
558,0
560,0
561,1
563,0
564,0
570,0
592,0
601,0
602,0
604,0
605,0
619,0
661,0
663,0
678,0
680,0
686,0
691,0
702,0
710,1
713,1
714,0
722,0
727,0
729,1
730,1
734,0
735,1
736,0
749,0
750,0
755,0
767,0
768,0
775,0
777,1
780,0
1,1
5,1
9,1
28,1
41,1
73,1
95,1
98,1
105,1
114,1
137,1
144,1
149,1
157,1
188,1
191,1
196,1
198,1
216,1
220,1
221,1
223,1
241,1
245,1
252,1
255,1
258,1
284,1
305,1
310,1
321,1
332,1
336,1
342,1
384,1
408,1
426,1
429,1
430,1
431,1
434,1
444,1
455,1
461,1
496,1
517,1
520,1
521,1
522,1
524,1
532,1
535,1
542,1
545,1
581,1
582,1
583,1
584,1
596,1
598,1
600,1
622,1
626,1
627,1
644,1
664,1
667,1
711,1
731,1
733,1
752,1
758,1
769,0
776,1
2,0
3,0
4,0
11,0
14,0
18,0
23,0
26,0
33,0
34,0
35,0
36,0
43,0
45,0
46,0
52,0
54,0
58,0
61,0
63,0
66,0
69,0
72,0
81,0
84,0
86,0
88,0
89,0
91,0
93,1
96,0
97,0
99,0
101,0
104,0
106,0
108,0
110,0
111,0
112,0
115,0
118,0
121,0
123,0
124,1
126,0
128,0
131,0
133,0
134,0
135,0
138,0
140,0
142,0
143,0
147,0
150,0
151,1
152,0
153,0
154,0
156,0
159,0
162,0
164,0
166,0
167,0
168,0
171,0
173,0
175,0
176,0
179,0
181,0
183,0
184,0
185,0
189,0
192,0
194,0
199,0
200,0
201,0
202,0
205,0
206,0
208,0
210,0
211,0
212,0
213,0
214,0
215,0
218,0
219,0
226,0
227,0
228,0
231,0
233,0
234,0
239,0
242,0
243,0
244,0
247,0
248,0
249,0
250,0
259,0
260,0
261,0
263,0
264,0
267,0
268,0
269,0
270,0
274,0
276,0
281,0
282,0
283,0
288,0
292,0
294,0
297,0
302,0
303,0
317,0
323,0
324,0
326,0
329,0
335,0
337,0
338,0
339,0
340,0
341,0
345,0
347,0
350,0
351,0
353,0
354,0
357,0
359,0
362,1
366,1
367,0
371,0
372,0
374,0
375,0
378,0
379,0
380,0
381,0
382,0
387,0
391,1
392,0
394,0
397,0
398,0
401,0
402,0
404,0
407,0
412,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
427,0
428,0
433,0
438,0
440,1
441,0
451,0
452,0
453,0
457,0
459,0
462,0
463,0
467,0
468,0
470,0
474,1
477,0
482,0
484,0
485,0
487,0
489,0
493,0
499,1
503,0
509,0
510,0
511,0
512,0
513,0
515,0
518,0
523,0
525,0
528,0
529,0
530,0
531,0
534,0
538,0
541,0
543,1
544,0
547,0
548,0
552,0
555,0
556,0
559,0
562,0
565,0
566,0
567,0
569,0
571,0
572,0
575,0
576,0
578,0
579,0
580,0
587,0
589,0
593,0
597,0
606,0
609,0
611,0
614,0
616,0
617,0
620,0
621,0
623,0
629,0
631,0
633,0
634,0
636,0
638,0
639,0
641,0
646,0
652,0
659,0
660,1
662,0
668,0
670,0
672,0
673,0
675,0
677,0
681,0
683,0
684,0
688,0
689,0
692,0
695,0
697,0
699,0
703,0
705,0
707,0
708,0
712,0
716,0
717,0
718,0
719,0
725,0
726,0
732,0
737,0
738,0
739,0
740,0
742,0
743,0
744,0
745,0
746,0
748,0
751,1
757,0
760,0
762,0
763,0
766,0
771,0
772,0
773,0
778,0
781,0
782,1
6,1
7,1
13,0
27,0
31,1
37,1
47,0
51,1
53,1
56,0
60,0
65,1
71,1
77,0
80,1
83,0
87,0
92,1
107,1
116,1
117,1
125,1
146,1
160,1
182,1
195,0
204,0
209,0
224,0
232,0
240,1
251,0
271,1
275,0
290,1
299,1
300,1
307,1
308,0
309,1
311,0
313,0
315,0
320,0
330,0
360,0
361,0
364,1
383,1
388,1
396,1
403,1
406,0
411,0
414,0
416,0
437,0
439,0
448,0
456,1
464,1
465,0
473,1
475,1
483,1
486,1
488,1
492,1
494,1
495,0
497,1
506,0
507,1
516,0
533,1
536,1
537,0
539,1
540,1
551,1
554,1
574,0
585,1
594,1
595,0
607,1
610,0
612,0
613,1
618,1
624,1
625,0
632,0
635,1
637,1
642,1
643,0
650,1
665,0
666,0
674,0
676,1
687,1
700,1
704,0
706,1
709,1
720,0
721,1
723,1
724,0
728,1
754,1
761,0
770,0
774,1
784,0
8,0
10,0
15,0
20,0
21,0
22,0
24,0
25,0
42,1
44,0
48,1
50,0
59,0
62,0
74,0
75,0
78,0
94,0
103,0
109,1
113,0
119,0
120,0
148,1
161,0
165,0
174,0
177,0
178,0
186,0
187,0
190,0
222,0
225,0
237,0
246,0
256,0
272,0
273,0
280,0
289,1
291,0
293,0
298,0
306,0
314,0
316,0
325,0
328,1
331,0
334,1
343,0
344,0
348,0
352,0
356,0
369,0
385,0
390,0
393,0
400,0
409,0
435,0
436,0
446,0
449,0
458,0
466,0
479,0
481,0
508,0
519,0
549,0
550,1
573,0
588,0
599,0
630,0
645,0
648,1
649,0
654,0
657,0
671,0
679,0
685,0
693,0
694,0
698,0
701,0
741,0
747,1
753,0
765,0
779,1
783,0
12,1
38,1
64,1
68,1
76,1
82,0
85,1
132,1
139,1
141,1
163,0
203,1
207,1
217,1
235,1
238,1
265,0
266,1
296,1
312,0
319,1
327,0
358,1
370,1
376,1
386,1
405,0
410,1
415,1
432,1
447,1
472,1
498,1
500,1
502,1
504,1
526,1
546,1
568,1
577,1
586,1
590,1
591,1
603,1
608,1
615,1
628,1
640,1
647,1
651,1
653,0
655,0
656,1
658,1
669,1
682,1
690,1
696,1
715,1
756,1
759,1
764,1
